種別,物件名,販売価格,所在地,沿線・駅,間取り,土地面積（m2）,建物面積（m2）,坪単価（万円／坪）,URL,情報取得日,築年月（年数換算）,沿線,駅,徒歩,最小最大
建物,【見学可能】大和ハウス施工物件！駐車3台可能♪収納たっぷりの美邸♪,2480,岐阜県各務原市蘇原清住町４,JR高山本線「蘇原」徒歩42分,4LDK,199.78,107.85,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78780811/,2026/1/8,13.62,JR高山本線,蘇原,42,
建物,【フルリノベーション済！】ファミリクローゼットや土間収納など収納豊富◎,2490,岐阜県岐阜市河渡,JR東海道本線「穂積」徒歩31分,3LDK,278.86,128.33,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77689569/,2026/1/8,47.22,JR東海道本線,穂積,31,
建物,【内覧可能！】◎まどり変更可能！◎ロフトつき！◎駐車台数3台可能！,2490,岐阜県各務原市鵜沼羽場町２,名鉄各務原線「羽場」徒歩12分,4LDK,246.17,159.81,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78390920/,2026/1/8,21.62,名鉄各務原線,羽場,12,
建物,太陽光発電つき！広々LDK！全居室収納ありで収納力◎！駐車並列3台可◎,2498,岐阜県各務原市桜木町３,JR高山本線「鵜沼」徒歩17分,4LDK+S,207.66,119.81,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78279636/,2026/1/8,12.95,JR高山本線,鵜沼,17,
建物,1階和室×LDK16帖の4LDK。収納豊富で家族みんなが快適に暮らせるお家,2498,岐阜県各務原市蘇原野口町３,JR高山本線「蘇原」徒歩13分,4LDK,149.45,105.98,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_79031303/,2026/1/8,17.03,JR高山本線,蘇原,13,
建物,◆土地81坪、庭付き物件♪◇駐車スペース2台有♪◆全居室南向き♪,2599,岐阜県岐阜市長良南陽町２,JR東海道本線「岐阜」バス19分停歩4分,3LDK+S,271.06,136.42,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78900034/,2026/1/8,32.38,JR東海道本線,岐阜,,
建物,◆トヨタホームの中古住宅◆地盤改良杭にて強化◆カーポート有！◆広いWIC♪,2650,岐阜県各務原市那加野畑町２,名鉄各務原線「新那加」徒歩13分,4LDK,174.95,123.65,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78891407/,2026/1/8,18.87,名鉄各務原線,新那加,13,
建物,◆エサキホーム施工の築浅美邸◆駐車台数３台可能◆太陽光付き◆オール電化物件,2730,岐阜県各務原市桜木町４,JR高山本線「鵜沼」徒歩17分,5LDK,184.68,135.8,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77302626/,2026/1/8,8.78,JR高山本線,鵜沼,17,
建物,LDK＋2階洋室3部屋の構成で、少人数～ファミリーまで暮らしやすいお家です,2770,岐阜県各務原市緑苑北２,JR高山本線「鵜沼」徒歩29分,3LDK,210.94,88.03,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_79031300/,2026/1/8,48.22,JR高山本線,鵜沼,29,
建物,＼駅近物件・快適なアクセス☆市役所前まで徒歩８分／＼太陽光・床暖房☆エコで,2780,岐阜県各務原市那加桜町３,名鉄各務原線「各務原市役所前」徒歩8分,3LDK,165.32,97.7,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77144141/,2026/1/8,8.36,名鉄各務原線,各務原市役所前,8,
建物,【内覧可能】◆食洗機完備！◆築浅美邸！◆床暖房・太陽光発電システムあり！,2780,岐阜県各務原市那加桜町３,名鉄各務原線「各務原市役所前」徒歩8分,3LDK,165.32,97.7,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77043695/,2026/1/8,8.36,名鉄各務原線,各務原市役所前,8,
建物,◆南東道路角地◆敷地面積６０坪◆大丸開発施工！◆延床面積40坪超◆築１３年,2850,岐阜県各務原市鵜沼朝日町２,名鉄各務原線「名電各務原」徒歩20分,4LDK,198.4,134.97,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78616867/,2026/1/8,13.2,名鉄各務原線,名電各務原,20,
建物,●新春キャンペーン実施中！岐阜市茜部エリアに２０２１年完成の美邸が新登場で,2850,岐阜県岐阜市茜部辰新１,名鉄名古屋本線「笠松」徒歩14分,3LDK,92.12,75.23,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78837380/,2026/1/8,4.86,名鉄名古屋本線,笠松,14,
建物,太陽光×蓄電池搭載！エスバイエル施工の二世帯住宅♪４台駐車可能！,2880,岐阜県瑞穂市本田,JR東海道本線「穂積」徒歩29分,5LDK,201.31,159.82,,https://suumo.jp/chukoikkodate/gifu/sc_mizuho/nc_79031336/,2026/1/8,9.53,JR東海道本線,穂積,29,
建物,岐南町八剣北の6LDKの中古戸建！積水ハウスの軽量鉄骨造です！,2880,岐阜県羽島郡岐南町八剣北３,名鉄各務原線「細畑」徒歩11分,6LDK,237.77,188.48,,https://suumo.jp/chukoikkodate/gifu/sc_hashimagun/nc_78959289/,2026/1/8,34.38,名鉄各務原線,細畑,11,
建物,■リフォーム済み■南向きの広々LDK♪並列2台駐車可！,2899,岐阜県岐阜市日野南８,名鉄各務原線「高田橋」徒歩47分,4LDK+S,295.06,175.31,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78672038/,2026/1/8,34.05,名鉄各務原線,高田橋,47,
建物,【内覧可能】築浅平屋◆新鵜沼駅歩６分◆愛知岐阜アクセス◎鵜沼第一小歩９分,3000,岐阜県各務原市鵜沼南町３,名鉄各務原線「新鵜沼」徒歩5分,3DK,200.14,99.37,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78874779/,2026/1/8,5.7,名鉄各務原線,新鵜沼,5,
建物,◆南向きリビング　◇並列駐車場3台分◆各階トイレ付,3080,岐阜県羽島市舟橋町２,名鉄羽島線「新羽島」徒歩8分,3LDK+S,208.87,119.45,,https://suumo.jp/chukoikkodate/gifu/sc_hashima/nc_77806788/,2026/1/8,2.78,名鉄羽島線,新羽島,8,
建物,【全居室収納付き◎】令和4年4月完成の築浅物件です♪,3180,岐阜県岐阜市春近古市場南,名鉄各務原線「田神」車13.1km,3LDK,304.41,110.75,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77868505/,2026/1/8,3.78,名鉄各務原線,田神,,
建物,◆築９年良コンディション物件◆モデルハウス仕様の建物◆普通車３台並列可能,3180,岐阜県羽島郡岐南町徳田５,名鉄名古屋本線「岐南」徒歩20分,4LDK,192.13,132.96,,https://suumo.jp/chukoikkodate/gifu/sc_hashimagun/nc_78616866/,2026/1/8,10.7,名鉄名古屋本線,岐南,20,
建物,【南西角地◎】アイデザインホーム施工の注文住宅です♪,3280,岐阜県岐阜市日野東２,名鉄各務原線「細畑」車5.2km,3LDK,198.98,87.15,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79060226/,2026/1/8,6.94,名鉄各務原線,細畑,,
建物,【岐阜清流中学校まで約2分！】オール電化のエサキホーム施工物件です♪,3280,岐阜県岐阜市日光町８,JR東海道本線「岐阜」車3.7km,5LDK,210.25,137.45,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78968595/,2026/1/8,7.61,JR東海道本線,岐阜,,
建物,◇住宅ローン控除適用可♪◆駐車2台可（屋根付）♪◇徒歩圏内商業施設有♪,3499,岐阜県岐阜市上土居４,岐阜バス「福光3丁目」徒歩5分,4LDK+S,201.93,110.75,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78966817/,2026/1/8,7.7,岐阜バス,福光3丁目,5,
建物,セキスイハイム施工のオール電化住宅！７２坪超の広々敷地♪３台以上駐車可能！,3500,岐阜県岐阜市御望２,樽見鉄道「糸貫」徒歩58分,3LDK,238.22,110.28,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79060423/,2026/1/8,7.87,樽見鉄道,糸貫,58,
建物,◆築２年のおしゃれなデザイン住宅◆付加価値のつまった室内、空間☆ 一見の価,3700,岐阜県各務原市鵜沼羽場町２,名鉄各務原線「羽場」徒歩13分,4LDK+S,212.08,125.05,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_74245687/,2026/1/8,3.94,名鉄各務原線,羽場,13,
建物,【見学予約受付中】パナソニックホームズの築浅物件＼スムストック住宅です／,3890,岐阜県岐阜市水海道４,JR高山本線「長森」徒歩24分,4LDK+S,165.3,72.16,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78482951/,2026/1/8,6.19,JR高山本線,長森,24,
建物,◆部屋数が多く、大家族はもちろんの事、親子３世代でも快適に生活できます！,3900,岐阜県岐阜市茜部野瀬２,名鉄竹鼻線「西笠松」徒歩21分,7LDK,699.39,196.73,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77417682/,2026/1/8,27.21,名鉄竹鼻線,西笠松,21,
建物,吹抜けありのおしゃれな令和2年新築の角地築浅美邸！アイランドキッチン！,3980,岐阜県各務原市那加不動丘２,名鉄各務原線「各務原市役所前」徒歩8分,4LDK,157.43,105.99,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78203138/,2026/1/8,5.78,名鉄各務原線,各務原市役所前,8,
建物,＼築５年の美邸／＼デザイン性・機能性にも優れた省エネ住宅「低炭素住宅」／,3980,岐阜県各務原市那加不動丘２,名鉄各務原線「各務原市役所前」徒歩9分,4LDK+S,157.43,105.99,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78533817/,2026/1/8,5.78,名鉄各務原線,各務原市役所前,9,
建物,令和５年築！美邸♪開放感ある吹抜設計！駅・スーパー・小中学校徒歩１０分圏…,4650,岐阜県岐阜市月丘町２,名鉄各務原線「田神」徒歩10分,4LDK,159.83,107.64,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78630304/,2026/1/8,2.78,名鉄各務原線,田神,10,
建物,2Fに洗面室！生活感を見せない空間＆広々LDK◆玄関すっきり！SICあり！,4980,岐阜県各務原市那加信長町３,名鉄各務原線「六軒」徒歩8分,4LDK+S,230.25,155.13,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_79031311/,2026/1/8,9.19,名鉄各務原線,六軒,8,
建物,ガレージ付き７ＬＤＫ！二世帯にも◎敷地２４８坪超！小中学校徒歩１０分圏内！,6380,岐阜県岐阜市芥見４,JR東海道本線「岐阜」バス27分停歩5分,7LDK,823,275.11,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78877440/,2026/1/8,29.63,JR東海道本線,岐阜,,
建物,【車種により6台駐車可能◎】7DKでゲストルームあり！来客があっても安心♪,6380,岐阜県岐阜市芥見４,名鉄各務原線「市民公園前」車6.7km,7LDK,823,275.11,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78786408/,2026/1/8,29.71,名鉄各務原線,市民公園前,,
建物,◆整形地◆和室◆リノベーション向き◆小中学校まで徒歩圏内◆閑静な住宅街◆,120,岐阜県岐阜市雲竜町,名鉄各務原線「田神」徒歩20分,4LDK,66.11,106.78,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78925061/,2026/1/8,56.65,名鉄各務原線,田神,20,
建物,天池１ 280万円,280,岐阜県岐阜市天池１,JR高山本線「長森」バス17分停歩1分,4DK,120.29,81.28,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77363795/,2026/1/8,48.47,JR高山本線,長森,,
建物,上尻毛 380万円,380,岐阜県岐阜市上尻毛,岐阜バス「松ノ木(岐阜市)」徒歩6分,5DK,164.71,92.74,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79114122/,2026/1/8,44.56,岐阜バス,松ノ木（岐阜市）,6,
建物,岩田東１ 390万円,390,岐阜県岐阜市岩田東１,名鉄各務原線「新那加」車5.6km,4DK,169.97,74.52,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78557323/,2026/1/8,49.22,名鉄各務原線,新那加,,
建物,長良 400万円,400,岐阜県岐阜市長良,岐阜バス「長良高見」徒歩12分,6DK,266.5,150.6,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78951656/,2026/1/8,42.89,岐阜バス,長良高見,12,
建物,東南角地！７ＤＫに作業場付き！,450,岐阜県羽島郡笠松町田代,名鉄竹鼻線「西笠松」徒歩16分,7DK,123.66,130.52,,https://suumo.jp/chukoikkodate/gifu/sc_hashimagun/nc_78151863/,2026/1/8,60.06,名鉄竹鼻線,西笠松,16,
建物,〇内覧可〇2022年リフォーム済み！徒歩圏内にスーパー・ドラッグストアあり,460,岐阜県岐阜市天池２,JR高山本線「長森」徒歩40分,4LDK,82.11,81.99,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78087658/,2026/1/8,55.39,JR高山本線,長森,40,
建物,◆「名鉄岐阜」駅徒歩約20分◆4階建て◆小中学校徒歩圏内◆閑静な住宅街◆,480,岐阜県岐阜市元宮町２,名鉄名古屋本線「名鉄岐阜」徒歩20分,2DK+S,55.62,108.98,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79044077/,2026/1/8,50.39,名鉄名古屋本線,名鉄岐阜,20,
建物,御望 480万円,480,岐阜県岐阜市御望,岐阜バス「黒野病院前」徒歩6分,4LDK,227.57,85.51,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78900745/,2026/1/8,59.32,岐阜バス,黒野病院前,6,
建物,◆和室あり◆広縁あり◆陽当り通風良好◆小中学校まで徒歩圏内◆周辺環境充実◆,488,岐阜県岐阜市鷺山東１,名鉄名古屋本線「名鉄岐阜」徒歩62分,5DK,82.21,82,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78269206/,2026/1/8,55.81,名鉄名古屋本線,名鉄岐阜,62,
建物,【プライベートもしっかり確保できる7DK！】徒歩圏内に生活施設充実♪,498,岐阜県岐阜市鷺山東１,名鉄各務原線「名鉄岐阜」車4.9km,7DK,117.1,118.26,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77937912/,2026/1/8,56.06,名鉄各務原線,名鉄岐阜,,
建物,【ハウスアイビー岐阜店】いつでもご案内可能です♪庭付き中古住宅登場です♪,498,岐阜県瑞穂市古橋1619-4,樽見鉄道「横屋」徒歩10分,5DK,168.41,81.98,,https://suumo.jp/chukoikkodate/gifu/sc_mizuho/nc_79145069/,2026/1/8,39.38,樽見鉄道,横屋,10,
建物,野一色８ 500万円,500,岐阜県岐阜市野一色８,岐阜バス「野一色(岐阜県)」徒歩2分,3K,102.28,40.96,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78959336/,2026/1/8,57.31,岐阜バス,野一色（岐阜県）,2,
建物,洞 500万円,500,岐阜県岐阜市洞,JR東海道本線「岐阜」バス31分停歩2分,4DK,273.05,58.64,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79119374/,2026/1/8,61.65,JR東海道本線,岐阜,,
建物,【プライベート時間も充実できる5DK！】お車2台駐車可能です◎,550,岐阜県岐阜市下鵜飼,樽見鉄道「糸貫」徒歩60分,5DK,113.09,82.29,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77689561/,2026/1/8,48.81,樽見鉄道,糸貫,60,
建物,茶所駅徒歩約5分！小学校徒歩約7分！通勤通学に便利な立地の中古戸建！,550,岐阜県岐阜市上川手,名鉄名古屋本線「茶所」徒歩5分,5DK,119.3,134.24,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78981482/,2026/1/8,65.32,名鉄名古屋本線,茶所,5,
建物,◆角地◆陽当り良好◆田園風景◆閑静な住宅街◆交通量少なめ◆バス停徒歩約6分,550,岐阜県岐阜市岩崎,名鉄名古屋本線「名鉄岐阜」徒歩90分,3LDK+S,252.62,107.87,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78823701/,2026/1/8,61.32,名鉄名古屋本線,名鉄岐阜,90,
建物,■令和7年10月室内一部リフォーム済み！■ゆとりの６DK！収納豊富！,580,岐阜県岐阜市尻毛１,岐阜市コミュニティバス「下尻毛」徒歩3分,6DK,106.56,120.88,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78665046/,2026/1/8,54.98,岐阜市コミュニティバス,下尻毛,3,
建物,八代２ 580万円,580,岐阜県岐阜市八代２,JR東海道本線「岐阜」バス29分停歩2分,6DK,100.03,97.71,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78892221/,2026/1/8,49.05,JR東海道本線,岐阜,,
建物,■令和７年リフォーム済み！■ゆとりの全室６帖以上！収納豊富！,600,岐阜県岐阜市加野１,市バス「岩井山かさ神口」徒歩2分,3LDK,132.24,78.66,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78762797/,2026/1/8,50.64,市バス,岩井山かさ神口,2,
建物,粟野東３ 600万円,600,岐阜県岐阜市粟野東３,岐阜バス「粟野」徒歩2分,4K,195.03,92.19,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78880789/,2026/1/8,36.63,岐阜バス,粟野,2,
建物,室内フルリノベーション済み！６ＤＫ！,600,岐阜県岐阜市太郎丸,岐阜バス「三田洞団地」徒歩32分,6DK,180.74,105.99,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77471646/,2026/1/8,45.05,岐阜バス,三田洞団地,32,
建物,古市場 600万円,600,岐阜県岐阜市古市場,岐阜バス「黒野小学校前」徒歩4分,3LDK,359.4,100.43,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79052495/,2026/1/8,42.97,岐阜バス,黒野小学校前,4,
建物,桑原町大須１（新羽島駅） 630万円,630,岐阜県羽島市桑原町大須１-180番地,名鉄羽島線「新羽島」徒歩72分,4K,321.9,60.16,,https://suumo.jp/chukoikkodate/gifu/sc_hashima/nc_77468635/,2026/1/8,40.22,名鉄羽島線,新羽島,72,
建物,御望 640万円,640,岐阜県岐阜市御望,岐阜バス「黒野病院前〔岐阜バス〕」徒歩3分,7LDK,264,187.6,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78959338/,2026/1/8,54.56,岐阜バス,黒野病院前〔岐阜バス〕,3,
建物,土地面積309.50平米以上・建物181.75平米超のゆとりあるご住宅です,650,岐阜県岐阜市椿洞,名鉄各務原線「名鉄岐阜」車8km,6LDK,309.5,181.75,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78286776/,2026/1/8,54.9,名鉄各務原線,名鉄岐阜,,
建物,本荘 660万円,660,岐阜県岐阜市本荘,岐阜バス「鏡島町1丁目」徒歩3分,6LDK,131.88,132.62,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78589850/,2026/1/8,65.48,岐阜バス,鏡島町１丁目,3,
建物,◆駐車場3台確保◆広がる空と田畑が印象的な景観で周囲は閑静な住宅地です,680,岐阜県羽島市桑原町大須１,名鉄羽島線「新羽島」徒歩71分,4K,321.9,60.16,,https://suumo.jp/chukoikkodate/gifu/sc_hashima/nc_77582403/,2026/1/8,40.22,名鉄羽島線,新羽島,71,
建物,又丸 680万円,680,岐阜県岐阜市又丸,岐阜バス「『又丸西』停」徒歩2分,4LDK,124.77,86.94,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78506132/,2026/1/8,31.96,岐阜バス,『又丸西』停,2,
建物,【見学会開催】1月12日まで現況販売／南西角地／緑苑小学校徒歩6分／コノミヤ,699,岐阜県各務原市緑苑西２-86,JR高山本線「鵜沼」徒歩28分,5DK+S,240.57,149.07,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78992134/,2026/1/8,46.97,JR高山本線,鵜沼,28,
建物,◆各居室収納◆バス停徒歩約2分◆陽当り良好◆小中学校徒歩圏内◆周辺環境充実,700,岐阜県岐阜市又丸町畑,樽見鉄道「北方真桑」徒歩38分,4LDK,101.22,86.12,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78816118/,2026/1/8,37.05,樽見鉄道,北方真桑,38,
建物,長良雄総 700万円,700,岐阜県岐阜市長良雄総,岐阜バス「おぶさ公民館前」徒歩3分,3LDK+S,209.6,129.58,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78951669/,2026/1/8,46.14,岐阜バス,おぶさ公民館前,3,
建物,【作業スペースに余裕のあるL字キッチン】生活主要施設が徒歩圏内に揃って…,740,岐阜県岐阜市大福町７,JR東海道本線「岐阜」車4.6km,6LDK,154.34,162.3,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78474089/,2026/1/8,38.05,JR東海道本線,岐阜,,
建物,＼指定の小学校が３８９ｍ！通学路の距離が短く安心です！！／,748,岐阜県岐阜市浪花町１,名鉄名古屋本線「名鉄岐阜」徒歩25分,6DK,130.19,144.11,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78862680/,2026/1/8,73.32,名鉄名古屋本線,名鉄岐阜,25,
建物,【パナホーム愛岐】広々とした延床面積１１１．３９㎡の物件,750,岐阜県各務原市鵜沼羽場町８,名鉄各務原線「羽場」徒歩10分,5DK,198,111.39,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78764922/,2026/1/8,51.73,名鉄各務原線,羽場,10,
建物,安宅町１（加納駅） 780万円,780,岐阜県岐阜市安宅町１,名鉄名古屋本線「加納」徒歩4分,2LDK,153.35,107.42,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79067329/,2026/1/8,42.05,名鉄名古屋本線,加納,4,
建物,尾崎南町２（新加納駅） 790万円,790,岐阜県各務原市尾崎南町２-58,名鉄各務原線「新加納」徒歩53分,7DK,243.73,170.89,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77647658/,2026/1/8,50.9,名鉄各務原線,新加納,53,
建物,【最寄りバス停まで徒歩約7分】寛げる和室の6DKです♪,790,岐阜県岐阜市今嶺４,JR東海道本線「西岐阜」車2km,6DK,282.83,127.11,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78208151/,2026/1/8,49.31,JR東海道本線,西岐阜,,
建物,粟野西１ 798万円,798,岐阜県岐阜市粟野西１,JR東海道本線「岐阜」バス29分停歩9分,5LDK,204.01,113.44,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78644359/,2026/1/8,39.96,JR東海道本線,岐阜,,
建物,【見学会開催】1月12日まで現況販売／新耐震適合／前面道路幅員6m／竹鼻小学,799,岐阜県羽島市福寿町間島1565-14,名鉄竹鼻線「竹鼻」徒歩12分,5DK,158.26,92.74,,https://suumo.jp/chukoikkodate/gifu/sc_hashima/nc_79024364/,2026/1/8,43.89,名鉄竹鼻線,竹鼻,12,
建物,長良 800万円,800,岐阜県岐阜市長良,JR東海道本線「岐阜」バス22分停歩13分,6DK+S,253.85,139.5,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79067844/,2026/1/8,51.73,JR東海道本線,岐阜,,
建物,【見学可能】1Fはフリースペースあり♪国道にもアクセス◎追焚機能付き！,850,岐阜県各務原市神置町１,名鉄各務原線「高田橋」徒歩29分,4LDK,115.72,90.25,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_75305235/,2026/1/8,24.46,名鉄各務原線,高田橋,29,
建物,車２台駐車可。設備も今すぐ使えるので、引渡し後すく入居できます。,850,岐阜県羽島郡笠松町米野,名鉄各務原線「手力」徒歩29分,4DK,88.04,94.02,,https://suumo.jp/chukoikkodate/gifu/sc_hashimagun/nc_78293200/,2026/1/8,36.3,名鉄各務原線,手力,29,
建物,◆ヤマダ電機岐阜店・大垣店・一宮店で使えるで使える特別割引券をプレゼント！,880,岐阜県瑞穂市別府,JR東海道本線「穂積」徒歩8分,5DK,128.61,95.09,,https://suumo.jp/chukoikkodate/gifu/sc_mizuho/nc_78884899/,2026/1/8,38.13,JR東海道本線,穂積,8,
建物,福寿町本郷（新羽島駅） 880万円,880,岐阜県羽島市福寿町本郷,名鉄羽島線「新羽島」徒歩17分,3LDK,247.93,95.08,,https://suumo.jp/chukoikkodate/gifu/sc_hashima/nc_78081759/,2026/1/8,31.63,名鉄羽島線,新羽島,17,
建物,◆広々4LDK◆リフォーム済み◆駐車2台可◆閑静な住宅街◆陽当り良好,890,岐阜県岐阜市六条大溝２,名鉄竹鼻線「柳津」徒歩37分,4LDK,209.78,100.62,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79017097/,2026/1/8,45.56,名鉄竹鼻線,柳津,37,
建物,20026年１月１８日（日）１３時～１５時　オープンハウスを開催,898,岐阜県岐阜市中525-27,樽見鉄道「糸貫」徒歩56分,4LDK,207.17,120.89,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78408579/,2026/1/8,36.88,樽見鉄道,糸貫,56,
建物,【見学会開催】1月12日まで現況販売／駐車5台可／前面道路幅員10.6m／閑静な,899,岐阜県岐阜市三田洞東５-3-62,名鉄名古屋本線「名鉄岐阜」車8.8km,8LDK+S,311.89,154.31,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79096488/,2026/1/8,40.3,名鉄名古屋本線,名鉄岐阜,,
建物,長良 900万円,900,岐阜県岐阜市長良,岐阜バス「長良医療センタ-」徒歩4分,3LDK,132.42,74.52,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78951659/,2026/1/8,50.31,岐阜バス,長良医療センタ－,4,
建物,鵜沼三ツ池町５（二十軒駅） 950万円,950,岐阜県各務原市鵜沼三ツ池町５,名鉄各務原線「二十軒」徒歩7分,5DK,164.52,98.13,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_79057987/,2026/1/8,39.47,名鉄各務原線,二十軒,7,
建物,◆1F広々とした物置あり◆南側接道！前面道路も広いため駐車もしやすいです,950,岐阜県岐阜市大蔵台,JR東海道本線「岐阜」バス32分停歩4分,4LDK,255.9,239.58,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78328566/,2026/1/8,49.05,JR東海道本線,岐阜,,
建物,◆内覧予約受付中◆ゆとりの５ＤＫ♪プライベート空間が広がる屋上付き住宅！,950,岐阜県岐阜市長良,JR東海道本線「岐阜」バス25分停歩2分,5DK,228.09,119.79,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78900835/,2026/1/8,51.06,JR東海道本線,岐阜,,
建物,【ミタカ不動産】１０年前に内外装リフォーム済！,950,岐阜県岐阜市岩崎,岐阜バス「上岩崎 」徒歩4分,5DK,165.73,102.74,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78746626/,2026/1/8,44.47,岐阜バス,上岩崎 ,4,
建物,パナホーム愛岐／見学予約／その場で確定◆ワイドバルコニー付きの2階建住宅,950,岐阜県各務原市鵜沼各務原町４,JR高山本線「各務ケ原」徒歩7分,6K,161.85,101.46,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78532814/,2026/1/8,53.06,JR高山本線,各務ケ原,7,
建物,加納長刀堀３（加納駅） 970万円,970,岐阜県岐阜市加納長刀堀３,名鉄名古屋本線「加納」徒歩14分,7LK,111,91.89,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78867761/,2026/1/8,32.72,名鉄名古屋本線,加納,14,
建物,川部１（北方真桑駅） 980万円,980,岐阜県岐阜市川部１,樽見鉄道「北方真桑」徒歩44分,6LDK,162.56,169.25,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78768879/,2026/1/8,36.72,樽見鉄道,北方真桑,44,
建物,尾崎南町１（新加納駅） 980万円,980,岐阜県各務原市尾崎南町１,名鉄各務原線「新加納」徒歩40分,6LDK,242.45,166.75,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78780071/,2026/1/8,29.88,名鉄各務原線,新加納,40,
