種別,物件名,販売価格,所在地,沿線・駅,間取り,土地面積（m2）,建物面積（m2）,坪単価（万円／坪）,URL,情報取得日,築年月（年数換算）,沿線,駅,徒歩,最小最大
土地,岐阜県岐阜市岩崎,200,岐阜県岐阜市岩崎,東海道本線/岐阜駅 徒歩7分 バス27分,,76.64,,8.63,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6983643432/,2026/1/8,,東海道本線,岐阜,7,
建物,岐阜県瑞穂市生津天王東町,2090,岐阜県瑞穂市生津天王東町,JR東海道本線/穂積駅 徒歩22分,4LDK+S,192.79,110.16,35.84,https://myhome.nifty.com/shinchiku-ikkodate/gifu/mizuhoshi_ct/suumof_77286766/,2026/1/8,0,JR東海道本線,穂積,22,
土地,岐阜県岐阜市光町,1146,岐阜県岐阜市光町,名鉄名古屋本線/名鉄岐阜駅 徒歩47分,,164.77,,22.99,https://myhome.nifty.com/tochi/gifu/gifushi_ct/suumof_78951681/,2026/1/8,,名鉄名古屋本線,名鉄岐阜,47,
建物,岐阜県岐阜市下鵜飼,160,岐阜県岐阜市下鵜飼,,6DK,166.35,128.35,3.18,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/athomef_6988356812/,2026/1/8,48.25,,,,
土地,"岐阜県羽島郡笠松町長池字宮代19-1,19-2",990,"岐阜県羽島郡笠松町長池字宮代19-1,19-2",名鉄竹鼻線/西笠松駅 徒歩19分,,279,,11.73,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/homesf_01391630002658/,2026/1/8,,名鉄竹鼻線,西笠松,19,
土地,岐阜県各務原市桜木町５丁目,1326.6,岐阜県各務原市桜木町５丁目,高山本線/鵜沼駅 徒歩19分,,219.3,,20,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_6980992640/,2026/1/8,,高山本線,鵜沼,19,
土地,岐阜県岐阜市宇佐２丁目,1377,岐阜県岐阜市宇佐２丁目,東海道本線/西岐阜駅 徒歩18分,,350,,13.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6974135792/,2026/1/8,,東海道本線,西岐阜,18,
建物,岐阜県各務原市各務おがせ町,2480,岐阜県各務原市各務おがせ町,名鉄各務原線/苧ケ瀬駅 徒歩32分,3LDK,201.74,101.44,40.64,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/suumof_79081638/,2026/1/8,10.33,名鉄各務原線,苧ケ瀬,32,
土地,岐阜県各務原市那加桐野町３丁目,2075,岐阜県各務原市那加桐野町３丁目,,,994,,6.9,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_1075767961/,2026/1/8,,,,,
土地,岐阜県羽島郡笠松町長池,2509,岐阜県羽島郡笠松町長池,名鉄竹鼻・羽島線/柳津駅 徒歩31分,,691,,12,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/athomef_1003573898/,2026/1/8,,名鉄竹鼻・羽島線,柳津,31,
建物,岐阜県岐阜市則武,1440,岐阜県岐阜市則武,JR東海道本線/岐阜駅 徒歩7分 バス22分,,165.87,2,28.7,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/homesf_17063160000126/,2026/1/8,0,JR東海道本線,岐阜,7,
土地,岐阜県羽島市竹鼻町,998,岐阜県羽島市竹鼻町,名鉄竹鼻・羽島線/羽島市役所前駅 徒歩5分,,297,,11.11,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/athomef_6986981673/,2026/1/8,,名鉄竹鼻・羽島線,羽島市役所前,5,
建物,岐阜県岐阜市茜部新所,3630,岐阜県岐阜市茜部新所,,5LDK,173.73,130.84,69.07,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/suumof_78261539/,2026/1/8,0,,,,
土地,岐阜県瑞穂市牛牧,298,岐阜県瑞穂市牛牧,樽見鉄道/横屋駅 徒歩15分,,100.7,,9.78,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/homesf_01246970002376/,2026/1/8,,樽見鉄道,横屋,15,
土地,岐阜県岐阜市守口町５丁目,854,岐阜県岐阜市守口町５丁目,,,188,,15.02,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6984637863/,2026/1/8,,,,,
建物,岐阜県岐阜市東島,2980,岐阜県岐阜市東島,JR東海道本線/岐阜駅 徒歩43分,3LDK,204.71,107.67,48.12,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/suumof_78506898/,2026/1/8,0,JR東海道本線,岐阜,43,
土地,岐阜県岐阜市領下,1597,岐阜県岐阜市領下,名鉄各務原線/細畑駅 徒歩12分,,288.55,,18.3,https://myhome.nifty.com/tochi/gifu/gifushi_ct/suumof_79046816/,2026/1/8,,名鉄各務原線,細畑,12,
土地,岐阜県各務原市川島松倉町,900,岐阜県各務原市川島松倉町,名鉄各務原線/新加納駅 徒歩69分,,337,,8.83,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/homesf_01395430001878/,2026/1/8,,名鉄各務原線,新加納,69,
土地,岐阜県岐阜市上尻毛日吉,600,岐阜県岐阜市上尻毛日吉,,,468,,4.24,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6987066312/,2026/1/8,,,,,
土地,岐阜県岐阜市明神町１丁目,1725,岐阜県岐阜市明神町１丁目,,,380,,15.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6974079930/,2026/1/8,,,,,
建物,岐阜県羽島市竹鼻町,2480,岐阜県羽島市竹鼻町,名鉄竹鼻線/竹鼻駅 徒歩14分,4LDK+S,205.64,130.02,39.87,https://myhome.nifty.com/shinchiku-ikkodate/gifu/hashimashi_ct/suumof_79031326/,2026/1/8,0,名鉄竹鼻線,竹鼻,14,
建物,岐阜県各務原市蘇原沢上町１丁目,820,岐阜県各務原市蘇原沢上町１丁目,名鉄各務原線/六軒駅 徒歩7分,3LDK,146.57,44.29,18.49,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/athomef_6980213459/,2026/1/8,50.83,名鉄各務原線,六軒,7,
建物,岐阜県岐阜市西中島５丁目,2040,岐阜県岐阜市西中島５丁目,東海道本線/西岐阜駅 徒歩48分,3LDK,124.52,80.74,54.16,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/athomef_1033110293/,2026/1/8,0,東海道本線,西岐阜,48,
建物,岐阜県岐阜市上土居,1150,岐阜県岐阜市上土居,"JR高山本線/岐阜駅,名鉄各務原線/名鉄岐阜駅",3LDK,157.75,96.88,24.1,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/suumof_77787554/,2026/1/8,41.92,JR高山本線,岐阜,,
土地,岐阜県各務原市各務おがせ町８丁目,300,岐阜県各務原市各務おがせ町８丁目,名鉄各務原線/苧ケ瀬駅 徒歩17分,,345,,2.87,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_6983687379/,2026/1/8,,名鉄各務原線,苧ケ瀬,17,
土地,岐阜県岐阜市小野２丁目,810,岐阜県岐阜市小野２丁目,東海道本線/岐阜駅 徒歩12分 バス30分,,290.91,,9.2,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_1123240205/,2026/1/8,,東海道本線,岐阜,12,
土地,岐阜県羽島市江吉良町,830,岐阜県羽島市江吉良町,名鉄竹鼻・羽島線/江吉良駅 徒歩9分,,277,,9.91,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/athomef_1025412892/,2026/1/8,,名鉄竹鼻・羽島線,江吉良,9,
建物,岐阜県羽島市竹鼻町,2630,岐阜県羽島市竹鼻町,名鉄竹鼻線/羽島市役所前駅 徒歩1分,4K,148.76,114.26,58.44,https://myhome.nifty.com/chuko-ikkodate/gifu/hashimashi_ct/suumof_78719115/,2026/1/8,6.25,名鉄竹鼻線,羽島市役所前,1,
土地,岐阜県各務原市小佐野町５丁目,1290,岐阜県各務原市小佐野町５丁目,名鉄各務原線/新那加駅 徒歩22分,,200.5,,21.27,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_6984064655/,2026/1/8,,名鉄各務原線,新那加,22,
建物,岐阜県岐阜市茜部寺屋敷１丁目,4045,岐阜県岐阜市茜部寺屋敷１丁目,名鉄名古屋本線/笠松駅 徒歩18分,3SLDK,160.53,124.41,83.3,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/homesf_01559010000081new/,2026/1/8,0,名鉄名古屋本線,笠松,18,
土地,岐阜県岐阜市茜部辰新２丁目,890,岐阜県岐阜市茜部辰新２丁目,名鉄竹鼻・羽島線/笠松駅 徒歩14分,,198,,14.86,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6982138998/,2026/1/8,,名鉄竹鼻・羽島線,笠松,14,
建物,岐阜県羽島郡岐南町平成２丁目,3860,岐阜県羽島郡岐南町平成２丁目,名鉄名古屋本線/岐南駅 徒歩18分,3LDK,183.04,103.09,69.71,https://myhome.nifty.com/shinchiku-ikkodate/gifu/hashimagunginancho_ct/athomef_6985127618/,2026/1/8,0,名鉄名古屋本線,岐南,18,
土地,岐阜県岐阜市瑞雲町１丁目,2320,岐阜県岐阜市瑞雲町１丁目,名鉄各務原線/田神駅 徒歩8分,,280.02,,27.39,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_1107092703/,2026/1/8,,名鉄各務原線,田神,8,
建物,岐阜県岐阜市西鶉６丁目20-1,2980,岐阜県岐阜市西鶉６丁目20-1,,5LDK,175.22,112.13,56.22,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/homesf_01391630002578new/,2026/1/8,0,,,,
土地,岐阜県岐阜市森東,330,岐阜県岐阜市森東,東海道本線/岐阜駅 徒歩9分 バス50分,,268,,4.07,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_1130112108/,2026/1/8,,東海道本線,岐阜,9,
土地,岐阜県岐阜市清住町,1180,岐阜県岐阜市清住町,名鉄名古屋本線/名鉄岐阜駅 徒歩4分,,80.07,,48.72,https://myhome.nifty.com/tochi/gifu/gifushi_ct/suumof_78097521/,2026/1/8,,名鉄名古屋本線,名鉄岐阜,4,
土地,岐阜県岐阜市中１丁目,680,岐阜県岐阜市中１丁目,JR東海道本線/岐阜駅 徒歩133分,,198.35,,11.33,https://myhome.nifty.com/tochi/gifu/gifushi_ct/homesf_01454250001643/,2026/1/8,,JR東海道本線,岐阜,133,
土地,岐阜県岐阜市溝旗町１丁目,5200,岐阜県岐阜市溝旗町１丁目,名鉄各務原線/名鉄岐阜駅 徒歩10分,,311.33,,55.22,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6987046304/,2026/1/8,,名鉄各務原線,名鉄岐阜,10,
土地,岐阜県岐阜市細畑,435,岐阜県岐阜市細畑,名鉄各務原線/細畑駅 徒歩6分,,176.85,,8.13,https://myhome.nifty.com/tochi/gifu/gifushi_ct/suumof_78951678/,2026/1/8,,名鉄各務原線,細畑,6,
土地,岐阜県岐阜市八ツ寺町１丁目,950,岐阜県岐阜市八ツ寺町１丁目,名鉄名古屋本線/名鉄岐阜駅 徒歩18分,,86.35,,36.37,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_1152027714/,2026/1/8,,名鉄名古屋本線,名鉄岐阜,18,
土地,岐阜県各務原市緑苑南３丁目,970,岐阜県各務原市緑苑南３丁目,名鉄犬山線/新鵜沼駅 徒歩21分,,228.54,,14.03,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_6987332996/,2026/1/8,,名鉄犬山線,新鵜沼,21,
建物,岐阜県各務原市鵜沼朝日町５丁目,1200,岐阜県各務原市鵜沼朝日町５丁目,名鉄各務原線/苧ケ瀬駅 徒歩24分,5DK,221.69,76.17,17.89,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/homesf_01395430002078/,2026/1/8,47.58,名鉄各務原線,苧ケ瀬,24,
土地,岐阜県岐阜市城田寺,380,岐阜県岐阜市城田寺,樽見鉄道/糸貫駅,,220.5,,5.7,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_1031971893/,2026/1/8,,樽見鉄道,糸貫,,
土地,岐阜県岐阜市木田２丁目,1015.82,岐阜県岐阜市木田２丁目,,,258.31,,13,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6984983570/,2026/1/8,,,,,
土地,岐阜県岐阜市加納鉄砲町３丁目,5000,岐阜県岐阜市加納鉄砲町３丁目,東海道本線/岐阜駅 徒歩15分,,367.23,,45.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_1123739205/,2026/1/8,,東海道本線,岐阜,15,
建物,岐阜県岐阜市太郎丸北浦,250,岐阜県岐阜市太郎丸北浦,JR東海道本線/岐阜駅 徒歩10分 バス49分,4DK,171,84.29,4.83,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/homesf_01246970003281/,2026/1/8,52.08,JR東海道本線,岐阜,10,
土地,岐阜県瑞穂市穂積,990,岐阜県瑞穂市穂積,東海道本線/穂積駅 徒歩26分,,320.88,,10.2,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/athomef_6988754139/,2026/1/8,,東海道本線,穂積,26,
土地,岐阜県岐阜市加納菱野町,2713,岐阜県岐阜市加納菱野町,東海道本線/岐阜駅 徒歩5分,,149.51,,59.99,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6984399710/,2026/1/8,,東海道本線,岐阜,5,
建物,岐阜県岐阜市長良東３丁目,2180,岐阜県岐阜市長良東３丁目,,3LDK,129.12,115.93,55.81,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/athomef_1003127598/,2026/1/8,27.33,,,,
建物,岐阜県岐阜市如月町６丁目,4150,岐阜県岐阜市如月町６丁目,東海道本線/岐阜駅 徒歩5分 バス10分,3LDK,148.31,105.48,92.5,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/athomef_6987395085/,2026/1/8,0,東海道本線,岐阜,5,
建物,岐阜県岐阜市又丸,1800,岐阜県岐阜市又丸,,7LDK,583.09,183.15,10.21,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/athomef_6988848761/,2026/1/8,50.25,,,,
土地,岐阜県各務原市川島北山町,1200,岐阜県各務原市川島北山町,,,835,,4.75,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_6982042387/,2026/1/8,,,,,
土地,岐阜県岐阜市茶屋新田,506,岐阜県岐阜市茶屋新田,,,334,,5.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_1001766980/,2026/1/8,,,,,
土地,岐阜県岐阜市天池２丁目,280,岐阜県岐阜市天池２丁目,,,104.59,,8.85,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6974581951/,2026/1/8,,,,,
建物,岐阜県瑞穂市犀川,2490,岐阜県瑞穂市犀川,JR東海道本線/穂積駅 徒歩4分 バス25分,4LDK,233.31,101.85,35.28,https://myhome.nifty.com/shinchiku-ikkodate/gifu/mizuhoshi_ct/suumof_78422013/,2026/1/8,0,JR東海道本線,穂積,4,
土地,岐阜県岐阜市栄新町２丁目,1154,岐阜県岐阜市栄新町２丁目,,,159,,23.99,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_1023831486/,2026/1/8,,,,,
土地,岐阜県羽島郡笠松町八幡町,1160,岐阜県羽島郡笠松町八幡町,名鉄名古屋本線/笠松駅 徒歩7分,,213.08,,18,https://myhome.nifty.com/tochi/gifu/hashimagunkasamatsucho_ct/athomef_6988882683/,2026/1/8,,名鉄名古屋本線,笠松,7,
建物,岐阜県岐阜市西中島３丁目,2680,岐阜県岐阜市西中島３丁目,東海道本線/西岐阜駅,3SLDK,183.16,109.32,48.37,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/athomef_6984273742/,2026/1/8,0,東海道本線,西岐阜,,
建物,岐阜県岐阜市西中島,3030,岐阜県岐阜市西中島,JR東海道本線/西岐阜駅 徒歩48分,4LDK,174.64,109.32,57.36,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/suumof_78050646/,2026/1/8,0,JR東海道本線,西岐阜,48,
土地,岐阜県岐阜市日野南８丁目,1390,岐阜県岐阜市日野南８丁目,,,274.29,,16.75,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6958641353/,2026/1/8,,,,,
土地,岐阜県各務原市川島北山町,120,岐阜県各務原市川島北山町,東海道本線/木曽川駅,,198,,2,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_6985253110/,2026/1/8,,東海道本線,木曽川,,
土地,岐阜県岐阜市西川手５丁目,1270,岐阜県岐阜市西川手５丁目,名鉄名古屋本線/岐南駅 徒歩14分,,247,,17,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6983265444/,2026/1/8,,名鉄名古屋本線,岐南,14,
建物,岐阜県岐阜市本町７丁目,1550,岐阜県岐阜市本町７丁目,東海道本線/岐阜駅 徒歩1分 バス12分,5DK,186.77,107.73,27.43,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/athomef_6987768914/,2026/1/8,46.25,東海道本線,岐阜,1,
土地,岐阜県各務原市鵜沼南町２丁目,1080,岐阜県各務原市鵜沼南町２丁目,名鉄各務原線/新鵜沼駅 徒歩4分,,144.03,,24.79,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_6988523079/,2026/1/8,,名鉄各務原線,新鵜沼,4,
建物,岐阜県岐阜市旦島中１丁目,1780,岐阜県岐阜市旦島中１丁目,JR東海道本線/岐阜駅 徒歩6分 バス21分,4LDK,184.6,115.92,31.88,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/homesf_01454250001533/,2026/1/8,11.17,JR東海道本線,岐阜,6,
土地,岐阜県岐阜市野一色,1375,岐阜県岐阜市野一色,JR高山本線/長森駅 徒歩21分,,232.99,,19.51,https://myhome.nifty.com/tochi/gifu/gifushi_ct/suumof_78951661/,2026/1/8,,JR高山本線,長森,21,
土地,岐阜県岐阜市小野,598,岐阜県岐阜市小野,JR東海道本線/岐阜駅 徒歩12分 バス30分,,291.42,,6.78,https://myhome.nifty.com/tochi/gifu/gifushi_ct/suumof_78868271/,2026/1/8,,JR東海道本線,岐阜,12,
土地,岐阜県岐阜市野一色3丁目,1080,岐阜県岐阜市野一色3丁目,JR高山本線/長森駅 徒歩27分,,186.13,,19.18,https://myhome.nifty.com/tochi/gifu/gifushi_ct/homesf_01246970003054/,2026/1/8,,JR高山本線,長森,27,
土地,岐阜県岐阜市中西郷４丁目,1252,岐阜県岐阜市中西郷４丁目,,,591.38,,7,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6974663892/,2026/1/8,,,,,
土地,岐阜県羽島市堀津町須賀南１丁目,760,岐阜県羽島市堀津町須賀南１丁目,名鉄竹鼻・羽島線/新羽島駅 徒歩24分,,306.13,,8.21,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/athomef_6986679468/,2026/1/8,,名鉄竹鼻・羽島線,新羽島,24,
土地,岐阜県岐阜市芥見長山１丁目,1002.62,岐阜県岐阜市芥見長山１丁目,,,265.18,,12.5,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6987618610/,2026/1/8,,,,,
土地,岐阜県岐阜市福光西,1350,岐阜県岐阜市福光西,JR東海道本線/岐阜駅 徒歩1分 バス27分,,142.41,,31.34,https://myhome.nifty.com/tochi/gifu/gifushi_ct/suumof_75635949/,2026/1/8,,JR東海道本線,岐阜,1,
土地,岐阜県岐阜市梅ケ枝町,1400,岐阜県岐阜市梅ケ枝町,"JR東海道本線/岐阜駅,名鉄各務原線/田神駅",,136.96,,33.79,https://myhome.nifty.com/tochi/gifu/gifushi_ct/suumof_78484138/,2026/1/8,,JR東海道本線,岐阜,,
土地,岐阜県岐阜市近島５丁目,382,岐阜県岐阜市近島５丁目,,,105.36,,11.99,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6977357241/,2026/1/8,,,,,
土地,岐阜県岐阜市織田塚町２丁目,1000,岐阜県岐阜市織田塚町２丁目,名鉄名古屋本線/名鉄岐阜駅 徒歩2分 バス9分,,163.93,,20.17,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6978841441/,2026/1/8,,名鉄名古屋本線,名鉄岐阜,2,
建物,岐阜県岐阜市下川手,1550,岐阜県岐阜市下川手,名鉄名古屋本線/茶所駅 徒歩9分,5LDK,160.34,165.34,31.96,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/athomef_1150435114/,2026/1/8,18.5,名鉄名古屋本線,茶所,9,
土地,岐阜県岐阜市柳津町高桑１丁目221、222、223,1000,岐阜県岐阜市柳津町高桑１丁目221、222、223,名鉄竹鼻線/南宿駅 徒歩27分,,1506.64,,2.19,https://myhome.nifty.com/tochi/gifu/gifushi_ct/homesf_00079230004496/,2026/1/8,,名鉄竹鼻線,南宿,27,
建物,岐阜県岐阜市加野７丁目,350,岐阜県岐阜市加野７丁目,,4K,187.64,93.56,6.17,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/athomef_1168220409/,2026/1/8,47.83,,,,
土地,岐阜県羽島市竹鼻町,1487,岐阜県羽島市竹鼻町,名鉄竹鼻・羽島線/羽島市役所前駅 徒歩5分,,655.44,,7.5,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/athomef_1169894809/,2026/1/8,,名鉄竹鼻・羽島線,羽島市役所前,5,
建物,岐阜県瑞穂市別府,1499,岐阜県瑞穂市別府,JR東海道本線/穂積駅 徒歩9分,4LDK,156.51,99.36,31.66,https://myhome.nifty.com/chuko-ikkodate/gifu/mizuhoshi_ct/suumof_78599371/,2026/1/8,34.83,JR東海道本線,穂積,9,
土地,岐阜県岐阜市上大久和町,833,岐阜県岐阜市上大久和町,名鉄名古屋本線/名鉄岐阜駅 徒歩37分,,91.9,,29.96,https://myhome.nifty.com/tochi/gifu/gifushi_ct/suumof_74791254/,2026/1/8,,名鉄名古屋本線,名鉄岐阜,37,
土地,岐阜県岐阜市若竹町２丁目,1572,岐阜県岐阜市若竹町２丁目,,,216.46,,24.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_1087455455/,2026/1/8,,,,,
建物,岐阜県岐阜市加納長刀堀３丁目,970,岐阜県岐阜市加納長刀堀３丁目,名鉄名古屋本線/加納駅 徒歩14分,,111,91.89,28.89,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/athomef_1150532314/,2026/1/8,32.67,名鉄名古屋本線,加納,14,
土地,岐阜県瑞穂市古橋,300,岐阜県瑞穂市古橋,樽見鉄道/十九条駅,,346.83,,2.86,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/athomef_6985368618/,2026/1/8,,樽見鉄道,十九条,,
土地,岐阜県各務原市須衛町２丁目,1980,岐阜県各務原市須衛町２丁目,,,2326.3,,2.81,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_6986635665/,2026/1/8,,,,,
土地,岐阜県岐阜市河渡,850,岐阜県岐阜市河渡,JR東海道本線/穂積駅 徒歩22分,,430.36,,6.53,https://myhome.nifty.com/tochi/gifu/gifushi_ct/suumof_77689550/,2026/1/8,,JR東海道本線,穂積,22,
土地,岐阜県岐阜市上土居2丁目,1780,岐阜県岐阜市上土居2丁目,JR東海道本線/岐阜駅 徒歩1分 バス20分,,438,,13.43,https://myhome.nifty.com/tochi/gifu/gifushi_ct/homesf_01246970002448/,2026/1/8,,JR東海道本線,岐阜,1,
建物,岐阜県岐阜市柳津町南塚４丁目,2980,岐阜県岐阜市柳津町南塚４丁目,名鉄竹鼻・羽島線/柳津駅 徒歩9分,4SLDK,192.92,124.21,51.06,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/athomef_1016061064/,2026/1/8,6.75,名鉄竹鼻・羽島線,柳津,9,
建物,岐阜県各務原市尾崎南町２丁目,1180,岐阜県各務原市尾崎南町２丁目,,7DK,243.2,148.95,16.04,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/athomef_6987178781/,2026/1/8,49.17,,,,
建物,岐阜県岐阜市柳津町上佐波２丁目,3680,岐阜県岐阜市柳津町上佐波２丁目,名鉄竹鼻・羽島線/柳津駅 徒歩28分,4LDK,219.12,135.54,55.52,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/athomef_6988635332/,2026/1/8,0,名鉄竹鼻・羽島線,柳津,28,
土地,岐阜県各務原市那加石山町１丁目,1757,岐阜県各務原市那加石山町１丁目,名鉄各務原線/新那加駅 徒歩17分,,215.26,,26.98,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_6988934735/,2026/1/8,,名鉄各務原線,新那加,17,
土地,"岐阜県羽島市小熊町島４丁目1,6",1993,"岐阜県羽島市小熊町島４丁目1,6",名鉄竹鼻線/竹鼻駅 徒歩15分,,928,,7.1,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/homesf_01391630002077/,2026/1/8,,名鉄竹鼻線,竹鼻,15,
土地,岐阜県岐阜市早田東町５丁目,1535,岐阜県岐阜市早田東町５丁目,,,193,,26.29,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6986228474/,2026/1/8,,,,,
土地,岐阜県羽島郡岐南町野中１丁目,1000,岐阜県羽島郡岐南町野中１丁目,名鉄各務原線/手力駅 徒歩20分,,167.81,,19.7,https://myhome.nifty.com/tochi/gifu/hashimagunginancho_ct/athomef_6979588406/,2026/1/8,,名鉄各務原線,手力,20,
建物,岐阜県岐阜市切通４丁目,800,岐阜県岐阜市切通４丁目,名鉄各務原線/切通駅 徒歩7分,6DK,141,151.21,18.76,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/athomef_6980256486/,2026/1/8,52.33,名鉄各務原線,切通,7,
土地,岐阜県岐阜市古市場,250,岐阜県岐阜市古市場,,,207.55,,3.98,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6986728038/,2026/1/8,,,,,
建物,岐阜県岐阜市長良雄総,700,岐阜県岐阜市長良雄総,名鉄各務原線/田神駅 徒歩73分,3LDK+S,209.6,129.58,11.04,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/suumof_78951669/,2026/1/8,46.08,名鉄各務原線,田神,73,
土地,岐阜県岐阜市鷺山字中洙,1250,岐阜県岐阜市鷺山字中洙,名鉄各務原線/名鉄岐阜駅 徒歩7分 バス24分,,188.86,,21.88,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_6987611220/,2026/1/8,,名鉄各務原線,名鉄岐阜,7,
土地,岐阜県岐阜市上川手,1530,岐阜県岐阜市上川手,名鉄名古屋本線/茶所駅 徒歩10分,,200.55,,25.22,https://myhome.nifty.com/tochi/gifu/gifushi_ct/athomef_1000386166/,2026/1/8,,名鉄名古屋本線,茶所,10,
土地,岐阜県各務原市那加琴が丘町１丁目,1700,岐阜県各務原市那加琴が丘町１丁目,名鉄各務原線/新加納駅 徒歩34分,,460.75,,12.2,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/athomef_6988671935/,2026/1/8,,名鉄各務原線,新加納,34,
建物,岐阜県岐阜市柳津町丸野5丁目29番4,3220,岐阜県岐阜市柳津町丸野5丁目29番4,名鉄竹鼻線/柳津駅 徒歩6分 バス10分,4LDK,210.61,123.39,50.54,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/homesf_01124550021244/,2026/1/8,2.25,名鉄竹鼻線,柳津,6,
